edge_idx,causal_score
1412,0.68937
1413,1.0
1414,0.54085875
1415,0.8626933
1416,0.57554495
1417,0.8760549
1418,1.0
1419,0.6599263
1420,0.6885963
1421,1.0
1422,1.0
1423,0.9795816
1424,0.5844656
1425,0.8286697
1426,1.0
1427,0.7245044
1428,0.2872703
1429,0.23523301
1430,0.43980348
1431,0.30384067
1432,0.49807757
1433,0.34951136
1434,0.25990996
1435,0.512775
1436,0.5065684
1437,0.54595387
1438,0.3699361
1439,0.5804979
1440,0.46486712
1441,0.24882397
1442,0.44695327
1443,0.39897397
1444,0.3767173
1445,0.33892477
1446,0.2885925
1447,0.38824576
1448,0.4251321
1449,0.5984546
1450,0.6855135
1451,0.5998743
1452,0.38870597
1453,0.39983743
1454,0.43997017
1455,0.39812297
1456,0.36725357
1457,0.4257451
1458,0.64076936
1459,0.47164643
1460,0.18749769
1461,0.25529188
1462,0.4316418
1463,0.1628603
1464,0.18267223
1465,0.1835077
1466,0.12879968
1467,0.399363
1468,0.22553262
1469,0.17593691
1470,0.4170232
1471,0.31467646
1472,0.1685357
1473,0.13095717
1474,0.20137346
1475,0.28765327
1476,0.6498813
1477,1.0
1478,0.68589795
1479,0.65725976
1480,0.95383084
1481,1.0
1482,0.5573353
1483,0.5727673
1484,0.8496511
1485,0.56925374
1486,0.9301358
1487,0.49831393
1488,1.0
1489,0.7312193
1490,0.8939467
1491,0.1852547
1492,0.35570955
1493,0.32795784
1494,0.21381345
1495,0.19615637
1496,0.40296707
1497,0.2852255
1498,0.35113424
1499,0.14256342
1500,0.28575477
1501,0.25566688
1502,0.26507384
1503,0.27202663
1504,0.2347456
1505,0.2079478
1506,0.39603537
1507,0.59819746
1508,0.34418625
1509,0.23217711
1510,0.5105449
1511,0.48895583
1512,0.53239864
1513,0.27041748
1514,1.0
1515,0.30545738
1516,0.42104357
1517,0.5664739
1518,0.2464263
1519,0.34499997
1520,0.41143614
1521,0.38215667
1522,0.38958424
1523,0.51429737
1524,0.39564332
1525,0.33049774
1526,0.41567925
1527,0.32193995
1528,0.57218295
1529,0.5030574
1530,0.31961748
1531,0.7879216
1532,0.6873399
1533,0.79648864
1534,0.33838925
1535,0.38801783
1536,0.4331885
1537,0.47000918
1538,0.4512561
1539,0.16350536
1540,0.14680019
1541,0.22376937
1542,0.19538106
1543,0.29423782
1544,0.11347394
1545,0.13240187
1546,0.29676187
1547,0.12612012
1548,0.290121
1549,0.38698003
1550,0.36190596
1551,0.13594559
1552,0.11940744
1553,0.28710318
1554,0.205692
1555,0.24011709
1556,0.069242045
1557,0.36875272
1558,0.29632735
1559,0.18789078
1560,0.25212672
1561,0.14484496
1562,0.14827792
1563,0.20596649
1564,0.1941289
1565,0.18691655
1566,0.21660705
1567,0.16267991
1568,0.25132027
1569,0.18070972
1570,0.16709416
1571,1.0
1572,1.0
1573,1.0
1574,1.0
1575,1.0
1576,1.0
1577,1.0
1578,1.0
1579,1.0
1580,1.0
1581,1.0
1582,1.0
1583,1.0
1584,1.0
1585,1.0
1586,0.29100114
1587,0.096737355
1588,0.2542097
1589,0.3468792
1590,0.17791876
1591,0.117245845
1592,0.3101249
1593,0.11445258
1594,0.3002526
1595,0.24481589
1596,0.1425497
1597,0.23362996
1598,0.15162022
1599,0.17158443
1600,0.15950069
1601,0.105217524
1602,0.10488078
1603,0.23716888
1604,0.23501192
1605,0.33453846
1606,0.21973453
1607,0.1352441
1608,0.25068945
1609,0.07577097
1610,0.3424244
1611,0.35333264
1612,0.18662791
1613,0.43044227
1614,0.17794995
1615,0.08441034
1616,0.18086867
1617,0.2473978
1618,0.023801815
1619,0.012962249
1620,0.0057262448
1621,0.023955995
1622,0.056261137
1623,0.013586047
1624,0.012933628
1625,0.025688784
1626,0.03303127
1627,0.017527122
1628,0.020799955
1629,0.025473451
1630,0.020822058
1631,0.026698204
1632,0.018242367
1633,0.13693053
1634,0.12939222
1635,0.13964067
1636,0.17699836
1637,0.16438965
1638,0.25240365
1639,0.11377475
1640,0.15361585
1641,0.21902685
1642,0.18905932
1643,0.13468838
1644,0.13335654
1645,0.1413372
1646,0.16381659
1647,0.1386042
1648,0.18249366
1649,0.19773805
1650,0.27429396
1651,0.7993584
1652,0.523688
1653,0.5140658
1654,0.59996355
1655,0.78643167
1656,0.80677277
1657,0.43359977
1658,0.6951934
1659,0.7344898
1660,0.6695241
1661,0.5092619
1662,0.48049384
1663,0.9993008
1664,0.6092556
1665,0.54978114
1666,0.3636386
1667,0.49081007
1668,0.27402055
1669,0.5539858
1670,0.5862326
1671,0.19710967
1672,0.2635882
1673,0.4845604
1674,0.4651563
1675,0.39541116
1676,0.49337152
1677,0.2852206
1678,0.35222518
1679,0.51918674
1680,0.6904317
1681,0.39931095
1682,0.23716764
1683,0.28071904
1684,0.34896252
1685,0.42854816
1686,0.39309055
1687,0.18991804
1688,0.22866698
1689,0.5561632
1690,0.45320922
1691,0.33654463
1692,0.5270789
1693,0.2031355
1694,0.39322406
1695,0.26834735
1696,0.35798255
1697,0.51606435
